Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude 
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2022.12,1447,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2023.03,1504,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2023.06,1569,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2023.09,1677,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2023.12,1663,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2024.03,1676,Actual,Kilotonnes,Carbon dioxide equivalents
II1,"Transport, postal, and warehousing",Carbon dioxide equivalents,2024.06,1614,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2010.03,863,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2010.06,865,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2010.09,849,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2010.12,849,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.03,840,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.06,826,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.09,812,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2011.12,807,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2012.03,806,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2012.06,797,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2012.09,795,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2012.12,796,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2013.03,794,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2013.06,794,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2013.09,788,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2013.12,788,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.03,800,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.06,789,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.09,797,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2014.12,796,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2015.03,794,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2015.06,788,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2015.09,778,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2015.12,781,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2016.03,782,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2016.06,781,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2016.09,768,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2016.12,768,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2017.03,765,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2017.06,760,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2017.09,748,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2017.12,752,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.03,748,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.06,737,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.09,742,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2018.12,735,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.03,728,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.06,723,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.09,716,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2019.12,718,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.03,718,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.06,711,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.09,696,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2020.12,705,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.03,702,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.06,691,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.09,680,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2021.12,689,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.03,686,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.06,676,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.09,668,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2022.12,678,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.03,677,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.06,671,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.09,663,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2023.12,672,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2024.03,670,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Methane,2024.06,665,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.03,4279,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.06,4441,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.09,4281,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2010.12,4329,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.03,3970,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.06,3873,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.09,4463,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2011.12,4353,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.03,4324,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.06,5131,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.09,4643,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2012.12,4356,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.03,4324,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.06,4968,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.09,4453,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2013.12,4086,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.03,4189,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.06,4310,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.09,4469,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2014.12,4871,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.03,4727,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.06,4091,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.09,4306,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2015.12,4529,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.03,4295,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.06,4014,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.09,4064,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2016.12,3830,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.03,3970,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.06,4178,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.09,4293,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2017.12,4613,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.03,4164,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.06,3906,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.09,4258,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2018.12,4708,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.03,4660,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.06,4099,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.09,4434,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2019.12,4532,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.03,4145,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.06,3721,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.09,4548,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2020.12,4365,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.03,4562,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.06,4693,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.09,3837,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2021.12,3811,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.03,4127,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.06,3810,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.09,3208,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2022.12,3037,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.03,3327,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.06,3084,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.09,3653,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2023.12,3520,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2024.03,3406,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide,2024.06,3680,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.03,5249,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.06,5414,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.09,5238,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2010.12,5288,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.03,4920,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.06,4811,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.09,5390,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2011.12,5278,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.03,5249,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.06,6051,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.09,5561,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2012.12,5279,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.03,5246,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.06,5895,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.09,5375,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2013.12,5011,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.03,5128,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.06,5243,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.09,5416,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2014.12,5827,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.03,5689,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.06,5050,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.09,5257,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2015.12,5483,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.03,5244,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.06,4956,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.09,4994,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2016.12,4764,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.03,4906,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.06,5116,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.09,5230,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2017.12,5569,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.03,5130,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.06,4870,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.09,5228,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2018.12,5669,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.03,5600,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.06,5023,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.09,5350,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2019.12,5453,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.03,5071,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.06,4648,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.09,5480,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2020.12,5327,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.03,5547,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.06,5682,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.09,4817,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2021.12,4800,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.03,5100,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.06,4763,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.09,4146,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2022.12,3982,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.03,4266,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.06,4013,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.09,4572,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2023.12,4446,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2024.03,4326,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Carbon dioxide equivalents,2024.06,4593,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.03,66,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.06,67,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.09,67,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2010.12,68,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.03,69,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.06,70,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.09,72,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2011.12,74,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.03,76,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.06,77,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.09,80,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2012.12,83,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.03,85,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.06,87,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.09,90,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2013.12,94,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.03,96,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.06,100,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.09,106,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2014.12,114,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.03,122,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.06,127,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.09,128,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2015.12,126,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.03,120,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.06,116,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.09,116,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2016.12,118,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.03,123,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.06,132,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.09,142,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2017.12,155,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.03,170,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.06,178,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.09,179,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2018.12,175,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.03,160,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.06,152,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.09,149,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2019.12,151,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.03,158,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.06,167,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.09,185,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2020.12,205,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.03,229,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.06,244,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.09,250,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2021.12,248,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.03,235,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.06,226,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.09,220,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2022.12,217,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.03,213,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.06,210,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.09,207,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2023.12,204,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2024.03,200,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Fluorinated gases,2024.06,197,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.03,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.06,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.09,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2010.12,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.03,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.06,41,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.09,43,Actual,Kilotonnes,Carbon dioxide equivalents
ZGZ,Goods-producing industries,Nitrous oxide,2011.12,44,Actual,Kilotonnes,Carbon dioxide equivalents
